title,code,industry,link,Assessing Authority,Quick_SKILLED VISAS,Quick_EMPLOYER-SPONSORED,Quick_STATE NOMINATION,Visa_189,Visa_190,Visa_491,Visa_485,Visa_482,Visa_186,Visa_494,Visa_407,List_All applicable lists,List_Skilled visas,List_Employer-sponsored,List_Regional employer-sponsored,List_Training,List_Skilled assessing authorities,ACT_190,ACT_491,ACT_Streams,NT_190,NT_491,NT_Streams,NSW_190,NSW_491,NSW_Streams,QLD_190,QLD_491,QLD_Streams,SA_190,SA_491,SA_Streams,TAS_190,TAS_491,TAS_Streams,VIC_190,VIC_491,VIC_Streams,WA_190,WA_491,WA_Streams
Diesel Motor Mechanic,321212,321212,https://www.anzscolookup.com.au/occupations/321212,TRA,MLTSSL,CSOL,"14 options, 190: 6 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Dietitian,251111,251111,https://www.anzscolookup.com.au/occupations/251111,DAA,STSOL,CSOL,"13 options, 190: 6 states, 491: 7 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,DAA,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
"Director (Film, Television, Radio Or Stage)",212312,212312,https://www.anzscolookup.com.au/occupations/212312,VETASSESS,STSOL,Not available,"8 options, 190: 4 states, 491: 4 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | STSOL,"STSOL, ROL",STSOL,Not available,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
director of photography,212313,212313,https://www.anzscolookup.com.au/occupations/212313,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Disabilities Services Officer,411712,411712,https://www.anzscolookup.com.au/occupations/411712,ACWA,STSOL,Not available,"14 options, 190: 7 states, 491: 7 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | STSOL,"STSOL, ROL",STSOL,Not available,ROL,STSOL,ACWA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Diver,399911,399911,https://www.anzscolookup.com.au/occupations/399911,VETASSESS,Not available,CSOL,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Ineligible | Not listed,"CSOL, ROL",Not available,CSOL,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Diversional Therapist,411311,411311,https://www.anzscolookup.com.au/occupations/411311,VETASSESS,STSOL,CSOL,"10 options, 190: 5 states, 491: 5 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Diving Instructor (Open Water),452311,452311,https://www.anzscolookup.com.au/occupations/452311,VETASSESS,STSOL,CSOL,"6 options, 190: 3 states, 491: 3 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Dog Handler Or Trainer,361111,361111,https://www.anzscolookup.com.au/occupations/361111,VETASSESS,STSOL,CSOL,"6 options, 190: 3 states, 491: 3 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
dog or horse racing official,452318,452318,https://www.anzscolookup.com.au/occupations/452318,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Drainer,334113,334113,https://www.anzscolookup.com.au/occupations/334113,TRA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
drama teacher (private tuition),249213,249213,https://www.anzscolookup.com.au/occupations/249213,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Dressmaker Or Tailor,393213,393213,https://www.anzscolookup.com.au/occupations/393213,TRA,STSOL,Not available,"6 options, 190: 3 states, 491: 3 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | STSOL,"STSOL, ROL",STSOL,Not available,ROL,STSOL,TRA,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Driving Instructor,451211,451211,https://www.anzscolookup.com.au/occupations/451211,VETASSESS,ROL,Not available,"4 options, 190: 0 states, 491: 4 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | ROL,ROL,ROL,Not available,ROL,ROL,VETASSESS,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
Drug And Alcohol Counsellor,272112,272112,https://www.anzscolookup.com.au/occupations/272112,VETASSESS,STSOL,CSOL,"11 options, 190: 5 states, 491: 6 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Early Childhood (Pre Primary School) Teacher,241111,241111,https://www.anzscolookup.com.au/occupations/241111,ACECQA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,ACECQA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Earth Science Technician,311412,311412,https://www.anzscolookup.com.au/occupations/311412,VETASSESS,STSOL,CSOL,"10 options, 190: 5 states, 491: 5 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Economist,224311,224311,https://www.anzscolookup.com.au/occupations/224311,VETASSESS,MLTSSL,Not available,"8 options, 190: 4 states, 491: 4 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Ineligible | Not listed,Ineligible | Not listed,Eligible | MLTSSL,Eligible | MLTSSL,MLTSSL,MLTSSL,Not available,MLTSSL,MLTSSL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Education Adviser,249111,249111,https://www.anzscolookup.com.au/occupations/249111,VETASSESS,STSOL,Not available,"8 options, 190: 4 states, 491: 4 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | STSOL,"STSOL, ROL",STSOL,Not available,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Education Managers (NEC),134499,134499,https://www.anzscolookup.com.au/occupations/134499,VETASSESS,STSOL,CSOL,"8 options, 190: 4 states, 491: 4 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Education Reviewer,249112,249112,https://www.anzscolookup.com.au/occupations/249112,VETASSESS,Not available,CSOL,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Ineligible | Not listed,"CSOL, ROL",Not available,CSOL,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Educational Psychologist,272312,272312,https://www.anzscolookup.com.au/occupations/272312,APS,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,APS,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
electorate officer,224911,224911,https://www.anzscolookup.com.au/occupations/224911,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Electrical Engineer,233311,233311,https://www.anzscolookup.com.au/occupations/233311,Engineers Australia,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,Engineers Australia,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Electrical Engineering Draftsperson,312311,312311,https://www.anzscolookup.com.au/occupations/312311,Engineers Australia,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,Engineers Australia,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Electrical Engineering Technician,312312,312312,https://www.anzscolookup.com.au/occupations/312312,TRA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Electrical Linesworker / Electrical Line Mechanic,342211,342211,https://www.anzscolookup.com.au/occupations/342211,TRA,ROL,CSOL,"8 options, 190: 0 states, 491: 8 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | ROL,"ROL, CSOL",ROL,CSOL,ROL,ROL,TRA,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
Electrician (General),341111,341111,https://www.anzscolookup.com.au/occupations/341111,TRA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Electrician (Special Class),341112,341112,https://www.anzscolookup.com.au/occupations/341112,TRA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
electronic engineering draftsperson,312411,312411,https://www.anzscolookup.com.au/occupations/312411,Engineers Australia,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Electronic Engineering Technician,312412,312412,https://www.anzscolookup.com.au/occupations/312412,TRA,Not available,CSOL,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Ineligible | Not listed,"CSOL, ROL",Not available,CSOL,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Electronic Equipment Trades Worker,342313,342313,https://www.anzscolookup.com.au/occupations/342313,TRA,MLTSSL,CSOL,"12 options, 190: 6 states, 491: 6 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Electronic Instrument Trades Worker (General),342314,342314,https://www.anzscolookup.com.au/occupations/342314,TRA,MLTSSL,CSOL,"12 options, 190: 6 states, 491: 6 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Electronic Instrument Trades Worker (Special Class),342315,342315,https://www.anzscolookup.com.au/occupations/342315,TRA,MLTSSL,CSOL,"12 options, 190: 6 states, 491: 6 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Electronics Engineer,233411,233411,https://www.anzscolookup.com.au/occupations/233411,Engineers Australia,MLTSSL,CSOL,"15 options, 190: 8 states, 491: 7 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,Engineers Australia,Eligible,Eligible,,Eligible,Eligible,,Eligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Electroplater,322112,322112,https://www.anzscolookup.com.au/occupations/322112,TRA,Not available,CSOL,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Ineligible | Not listed,"CSOL, ROL",Not available,CSOL,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Emergency Medicine Specialist,253912,253912,https://www.anzscolookup.com.au/occupations/253912,MedBA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,MedBA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Emergency Service Worker,441211,441211,https://www.anzscolookup.com.au/occupations/441211,VETASSESS,ROL,Not available,"5 options, 190: 0 states, 491: 5 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | ROL,ROL,ROL,Not available,ROL,ROL,VETASSESS,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
